PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2015,"Mainardi, Fernanda; Inoue, Allan; de Saboia Pompeu, Fernando Augusto; Santos, Tony Meireles",PREDICTIVE VALIDITY OF VO2MAX MEASUREMENT AND ESTIMATES IN MOUNTAIN BIKERS' PERFORMANCE,REVISTA BRASILEIRA DE MEDICINA DO ESPORTE,21,1,10.1590/1517-86922015210101605,0,0
2015,"Manakin, Vladimir",Proverb commonalities in different languages and its application to Asian Pacific communication,JOURNAL OF ASIAN PACIFIC COMMUNICATION,25,1,10.1075/japc.25.1.06man,0,0
2015,"Manos, Ronny; Drori, Israel; Shoham, Amir; Aharonson, Barak S.",National culture and national savings: is there a link?,INTERNATIONAL REVIEW OF APPLIED ECONOMICS,29,4,10.1080/02692171.2015.1016405,0,0
2015,"Meshcheryakova, Emma I.; Larionova, Anastasia V.; Pokrovskaya, Elena M.",Migrants'' self-realization features in a polycultural city,Tomsk State University Journal,NA,398,10.17223/15617793/398/33,0,0
2015,"Meshcheryakova, Emma I.; Larionova, Anastasia V.; Pokrovskaya, Elena M.",Migrants'' self-realization features in a polycultural city,Tomsk State University Journal,NA,398,10.17223/15617793/398/33,0,0
2015,"Molotokiene, Ernesta",Rafael Capurro: The Problem of Empowerment of Intercultural Informational Ethics Model,LOGOS-VILNIUS,NA,85,NA,0,0
2015,"Saleh, Marwa; Nashaat, Neveen Hassan; Fahim, Cherine; Ibrahim, Ahmed Samir; Meguid, Nagwa",MRI Surface-Based Brain Morphometry in Egyptian Autistic and Typically Developing Children,FOLIA PHONIATRICA ET LOGOPAEDICA,67,1,10.1159/000368962,0,0
2015,"Sohn, Young Mi; Park, Cheongyeul，; 전은선","Comparative analysis of work-family balance values in Korea, Japan and U.K.: Focused on married working women",Korean Psychological Journal of Culture and Social Issues,21,2,NA,0,0
2015,"Sterrett, David","Changing Human Beliefs and Values, 1981-2007: A Cross-Cultural Sourcebook Based on the World Values Surveys and European Values Studies.",PUBLIC OPINION QUARTERLY,79,NA,10.1093/poq/nfv001,0,0
2015,"Topuriya, G.M.; Topuriya, L. Yu.; Bakaeva, L.N.",INFLUENCE OF THE PREPARATION «SELENIUM» ON NATURAL RESISTANCE OF BROILERS,Agricultural Bulletin of Stavropol Region,NA,S1,NA,0,0
2015,"Yang, Minjung","A Study on the Educational Strategies for the Cross-cultural Adaption of Multicultural Families using Traditional Games - Focusing on Three Countries: Korea, China, and Vietnam",Journal of International Area Studies,18,5,NA,0,0
2015,서은숙,A cross-country study on the country-specific factors in international comparison of public social expenditure,The Journal of Eurasian Studies,12,2,NA,0,0
2015,서은숙,International comparison of the tax and social security burden,The Journal of Women and Economics,12,1,NA,0,0
2015,김영호,A Study on North Korea Mission through Cross-Cultural Mission,Theology of Mission,38,NA,10.14493/ksoms.2015.1.75,0,0
2014,"Bazaz, M. Mousavi; Zazoly, A. Zabihi; Moonaghi, H. Karimi",Medical faculty members' perspectives on the components of cross-cultural competence in the Islamic Republic of Iran: a qualitative study,EASTERN MEDITERRANEAN HEALTH JOURNAL,20,12,NA,0,0
2014,"Ochoa-González, Marlene Edith; Cobo-Mejía, Elisa Andrea; Ruiz-Castillo, Lida Yovanna; Vargas-Niño, Deisy Marcela; Sandoval-Cuellar, Carolina",Cross-cultural adaptation of the English version of the Senior Fitness Test to Spanish,Revista de la Facultad de Medicina,62,4,10.15446/revfacmed.v62n4.41956,0,0
2014,"Pan, Cynthia X; Leo-To, Wing Fun",Cross-cultural health care for older adults: strategies for pharmacists.,The Consultant pharmacist : the journal of the American Society of Consultant Pharmacists,29,10,10.4140/TCP.n.2014.645,0,0
2014,"Tar, Eva",The acquisition of the voicing contrast in word-initial bilabial and alveolar stops - Atypical data from Hungarian,CLINICAL LINGUISTICS & PHONETICS,28,4,10.3109/02699206.2013.835445,0,0
2014,"Bret, Patrice","To Finish With the Myths on the Bonaparte's Egyptian Expedition, or How France Turned to the Muslim-Arab World","Elektronnyi nauchno-obrazovatel'nyi zhurnal ""Istoriya""",NA,9,NA,0,0
2014,"Choi,, Kyung Hee",A Theoretical Reconsideration of Contemporary Fashion Criticism,Fashion & Textile Research Journal,16,1,NA,0,0
2014,"EUNJUNG, CHOI，","Political Corruption, Trust, and Citizens’ Evaluation Of Democracy: A Cross-National Analysis",Asian International Studies Review,15,2,10.16934/isr.15.2.201412.1,0,0
2014,"Glebova, Tatyana A.",Professional Language Training of International Students in the Multicultural Environment of University for International Relations,MGIMO Review of International Relations,NA,4,NA,0,0
2014,"Hyojung, Shin",Cross-cultural pragmatic variation between American and British English (found) in A Special Relationship,Studies in British and American Language and Literature,113,NA,NA,0,0
2014,"Jeong, Weongyo","A suggestion of Yulgok philosophy for greater transparency in the country - Centering on human resources, discipline, and public opinion",NA,38,NA,NA,0,0
2014,"Kim, Min -Jung","The Effects of the Perception of Parental Role Responsibilities on Parenting Style: A Comparative Study of International Parents, Korean-American Parents Living in the United States and Korean Parents Living in Korea",Korean Journal of Family Welfare,19,4,10.13049/kfwa.2014.19.4.651,0,0
2014,"Kim, Soojung; Lee, Joonghwa",Perceived Norms and Consumer Responses to Social Media Advertising: A Cross-Cultural Study of Facebook Sponsored Stories among Koreans and Americans,The Korean Journal of Advertising,25,6,NA,0,0
2014,"Kong,, Mi-Hee; Dong-Ju, Son，",The Consideration for improving the ability of inter-cultural communication -From a questionnaire survey of Japanese living in Korea-,The Japanese Language and Literature Association of Daehan,64,NA,NA,0,0
2014,"L., Tarchimaeva",Teaching Russian as a foreign language in the aspect of intercultural education,Russian Language and Literature,45,NA,NA,0,0
2014,"Lee,, Taejun (David); Chung,, Wonjun",A Comparative Study of Product Placement Regulations in Broadcasting in South Korea and the United States,The Korean Journal of Advertising,25,3,NA,0,0
2014,"Moon, Sangho; 김민경",Cross-National Analysis of the Relationship Between Participation in Voluntary Organizations and Willingness to Pay for the Environment,The Korea Association for Policy Studies,23,1,NA,0,0
2014,"nomi, Lee",A Study about Conflicts Management between Korean and Chinese through Intercultural Communication Cognition Evaluation: Focused on the Cultural Value Orientaion of Korean & Chinese Students,Korean Journal of Communication Studies,22,3,NA,0,0
2014,"Park, Yang-Kyu",A Comparative Study on the Relationship between Person-Organization Fit and Attitudes,Koreanische Zeitschrift fuer Wirtschaftswissenschaften,32,1,NA,0,0
2014,ParkHwanYoung,Comparative Studies in Anthropology: Focusing on Anthropological Perspectives and Research Subjects in Western Europe and America,Asian Comparative Folklore,53,NA,NA,0,0
2014,"SHAYDULLIN, R.R.; BARANOV, S.Yu.",MEDIATION IN ISLAMIC LAW (SHARIA) AND ITS USE IN SOME COUNTRIES OF THE ISLAMIC WORLD,Herald of civil procedure,NA,4,NA,0,0
2014,"Shepeleva, Irina M.",UNIVERSITY EDUCATION OF SPECIALISTS IN INTERNATIONAL AFFAIRS AS A WAY OF PASSING CULTURAL CODE,MGIMO Review of International Relations,NA,3,NA,0,0
2014,박서현; 김종국,"Risk and culture: variations in dioxin risk perceptions, behavioral preferences among social groups in South Korea",Environmental Health and Toxicology,29,NA,NA,0,0
2014,범기수; 박하민,A Cross-cultural Comparative Study on Equivocated Messages between Korea and U.S. Focused on Politeness and Communication Competence,Journal of Public Relations,18,1,10.15814/jpr.2014.18.1.7,0,0
2013,"Berti, Chiara; Passini, Stefano",Common future and personal responsibilities: A comparison between Italian and Burundian students,INTERNATIONAL JOURNAL OF PSYCHOLOGY,48,5,10.1080/00207594.2012.708756,0,0
2013,"Cetin, Ebru; Bilgin, Ulviye; Schurmann, Banu Can; Yarim, Imdat; Dolek, Burcu Ertas",Blood Lactate Level Responses and Comparison with Submaximal Running and Roller Skiing in Cross-Country Skiers,COLLEGIUM ANTROPOLOGICUM,37,3,NA,0,0
2013,"Adami, Fernando; Bergamaschi, Denise Pimentel; Hinnig, Patrícia de Fragas; Oliveira, Natália Sanchez","Estudo de validade do questionário ""Lista de Atividades Físicas"" em crianças",Revista de Saúde Pública,47,3,10.1590/S0034-8910.2013047004018,0,0
2013,"Glenn, Diana",Writing Campanian lives: Considerations of transnational identity and belonging,FORUM ITALICUM,47,1,10.1177/0014585813478924,0,0
2013,"Mayer-Foulkes, David",A Cross-country Causal Panorama of Human Development and Sustainability,REVIEW OF DEVELOPMENT ECONOMICS,17,2,10.1111/rode.12029,0,0
2013,"Sakurai, Masaru; Griep, Linda M. Oude; Daviglus, Martha; Garside, Danniel B.; Van Horn, Linda V.; Miura, Katsuyuki; Nakagawa, Hideaki; Ueshima, Hirotsugu; Chan, Queenie; Elliott, Paul; Stamler, Jeremiah","Dietary Intakes of Rice, Bread, Pasta, Potatoes and Blood Pressure: The International Study of Macro/Micro-nutrients and Blood Pressure (INTERMAP)",CIRCULATION,127,12,NA,0,0
2013,CHOEYOUNGJEEN,Human Nature Mirrored in Society －A Cross-cultural Perspective on Gender Identity and Its Performative Role in Farewell My Concubine and The Crying Game－,NA,15,NA,NA,0,0
2013,"Goldyreva, V.A.",The relationship of values and concepts of business ethics in different generations of Russians,Psychological Science and Education,NA,1,NA,0,0
2013,"JUNG,, Jai Kwan",Will the ICT Revolution Save Representative Democracy? A Cross-National Analysis of the Internet Effects on Political Participation,Journal of International Politics,18,2,NA,0,0
2013,K.V. Karpinsky,A value conflict as a prerequisite of a meaningof-life crisis in personality development,Voprosy psikhologii,NA,1,NA,0,0
2013,"Kang, Seongshik",Chicana Feminism Literature and Border,Revista Asiatica de Estudios Iberoamericanos,24,1,NA,0,0
2013,"Kawamaura, Kristine Mann; Minzberg, Henry","Dr Kristine Mann Kawamaura interviews Henry Minzberg, PhD",CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,20,1,10.1108/13527601311296274,0,0
2013,"Larsen,, Chris",Good Pedagogy? Korean Interpretation and Translation (IT) Education amid Demographic Change,The Journal of Interpretation and Translation Education,11,1,NA,0,0
2013,"Mulyava, O.D.; Shitova, L.F.; Vapilin, E.G.",Russia and Finland: the relationship between the two countries and peoples in the views of Finnish and Russian geography students,Vestnik Sankt-Peterburgskogo universiteta. Seriya 7: Geologiya. Geografiya,NA,3,NA,0,0
2013,"Pappamihiel, Constantine J; Pappamihiel, Eleni",Cultural self-awareness as a crucial component of military cross-cultural competence.,Journal of special operations medicine : a peer reviewed journal for SOF medical professionals,13,3,NA,0,0
2013,"Park, Jae-Heung; Kang, Sootaek",Changes in Environmental Consciousness and Cross-national Comparison,NA,28,2,NA,0,0
2013,"Rybakova, E.E.",Reconstruction of a Сommunicative Stereotype as a Source of Information on Identification Mechanisms of Cultures in England and Germany,MGIMO Review of International Relations,NA,2,NA,0,0
2013,"Ryeol, Kim Hyung","The Asian Values Thesis Revisited : A Comparative Study of South Korea, Hong Kong, Taiwan, Indonesia and Thailand",Journal of Moral & Ethics Education,40,40,NA,0,0
2013,"Stewart, Donna E; MacMillan, Harriet; Wathen, Nadine",Intimate partner violence.,Canadian journal of psychiatry. Revue canadienne de psychiatrie,58,6,10.1177/0706743713058006001,0,0
2013,"Yun, MinHie",A Study on the Korean Formative Arts Education in the Multicultural Era,Journal of the Korean Society of Design Culture,19,3,NA,0,0
2012,"Halimi, Yvan; Muller, Christian",[Towards European psychiatry based around shared values].,Soins. Psychiatrie,NA,283,NA,0,0
2012,"Perrin-Niquet, Annick",[What values for psychiatry?].,Soins. Psychiatrie,NA,283,NA,0,0
2012,"Babini, Elisabetta",The representation of nurses in 1950s melodrama: A cross-cultural approach,NURSING OUTLOOK,60,5,10.1016/j.outlook.2012.06.019,0,0
2012,"Ferdman, Bernardo M.; Sagiv, Lilach",The Value of Connecting Diversity in Organizations and Cross-Cultural Work Psychology Through Dialogue and Multiplicity,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY-PERSPECTIVES ON SCIENCE AND PRACTICE,5,3,10.1111/j.1754-9434.2012.01454.x,0,0
2012,"Gomes, B; Higginson, I J; Calanzani, N; Cohen, J; Deliens, L; Daveson, B A; Bechinger-English, D; Bausewein, C; Ferreira, P L; Toscani, F; Menaca, A; Gysels, M; Ceulemans, L; Simon, S T; Pasman, H R W; Albers, G; Hall, S; Murtagh, F E M; Haugen, D F; Downing, J; Koffman, J; Pettenati, F; Finetti, S; Antunes, B; Harding, R","Preferences for place of death if faced with advanced cancer: a population survey in England, Flanders, Germany, Italy, the Netherlands, Portugal and Spain.",Annals of oncology : official journal of the European Society for Medical Oncology,23,8,10.1093/annonc/mdr602,0,0
2012,"Gomes, B; Higginson, I J; Calanzani, N; Cohen, J; Deliens, L; Daveson, B A; Bechinger-English, D; Bausewein, C; Ferreira, P L; Toscani, F; Menaca, A; Gysels, M; Ceulemans, L; Simon, S T; Pasman, H R W; Albers, G; Hall, S; Murtagh, F E M; Haugen, D F; Downing, J; Koffman, J; Pettenati, F; Finetti, S; Antunes, B; Harding, R","Preferences for place of death if faced with advanced cancer: a population survey in England, Flanders, Germany, Italy, the Netherlands, Portugal and Spain.",Annals of oncology : official journal of the European Society for Medical Oncology,23,8,10.1093/annonc/mdr602,0,0
2012,"Mastronardi, Vincenzo",Intentional Homicide: Italy and the United States,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,56,5,10.1177/0306624X11432698,0,0
2012,"Palermo, George B.",From Bad to Worse: A Note on Human Trafficking,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,56,5,10.1177/0306624X12453572,0,0
2012,[Anonymous],"National Student Conference of the Canadian Society for Epidemiology and Biostatistics, Saskatoon, Canada, May 13-14, 2012 Abstracts",AMERICAN JOURNAL OF EPIDEMIOLOGY,176,1,NA,0,0
2012,"Gunnard, Katarina; Krug, Isabel; Jimenez-Murcia, Susana; Penelo, Eva; Granero, Roser; Treasure, Janet; Tchanturia, Kate; Karwautz, Andreas; Collier, David; Menchon, Jose M; Fernandez-Aranda, Fernando",Relevance of social and self-standards in eating disorders.,European eating disorders review : the journal of the Eating Disorders Association,20,4,10.1002/erv.1148,0,0
2012,"Westover, Jonathan H.",The impact of comparative state-directed development on working conditions and employee satisfaction,JOURNAL OF MANAGEMENT & ORGANIZATION,18,4,NA,0,0
2012,"Hizbullina, Dilya I.",Interaction in culture and language interpretation,Tomsk State University Journal,NA,359,NA,0,0
2012,"Pavlovnin, Maxim S.",Mutual influence of religion and politics in modern political space,Tomsk State University Journal,NA,359,NA,0,0
2012,"Nikitin, Anton P.",Communicative potential of culture: the factor of money,Tomsk State University Journal,NA,357,NA,0,0
2012,"Zeeni, Nadine; Gharibeh, Nathalie; Katsounari, Ioanna",The impact of sociocultural influences on the eating attitudes of Lebanese and Cypriot students: a cross-cultural study,FASEB JOURNAL,26,NA,NA,0,0
2012,"Mertz, Dieter Paul","[""Education"" in an age of increasing equality--a path towards 'ochlocracy""?].",Versicherungsmedizin,64,1,NA,0,0
2012,"Tramontano, Carlo; Luengo Kanacria, Paula; Stecab, Patrizia; Vecchioa, Giovanni; Pastorellic, Concetta; Vittorio Caprarac, Gian",DETERMINANTES PSICOSOCIALES DE LA SATISFACCIÓN CON LA VIDA: UN ANÁLISIS COMPARATIVO ENTRE BOLIVIA E ITALIA,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,10,1,NA,0,0
2012,"Tramontano, Carlo; Luengo Kanacria, Paula; Stecab, Patrizia; Vecchioa, Giovanni; Pastorellic, Concetta; Vittorio Caprarac, Gian",DETERMINANTES PSICOSOCIALES DE LA SATISFACCIÓN CON LA VIDA: UN ANÁLISIS COMPARATIVO ENTRE BOLIVIA E ITALIA,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,10,1,NA,0,0
2012,"Gibbs, Philip; Worth, Heather","'Eat coffee candy and die': sex, death and Huli funerals",SEXUAL HEALTH,9,5,10.1071/SH12018,0,0
2012,"Gudzenko, E.M.",A Study of Organizational Culture in the Context of the Ethnometric Approach,Vestnik Rossiiskogo universiteta druzhby narodov. Seriya: Sotsiologiya,NA,2,NA,0,0
2012,Jung，Suk-Gill; 임채홍,A Study on Analysis Process of the Customer Product Acceptance,Journal of Digital Design,12,3,NA,0,0
2012,"Kilic, Dilek Sultan",AN EXAMINATION OF BIOLOGY TEACHERS' INTENTION TO TEACH EVOLUTION BASED ON THE THEORY OF PLANNED BEHAVIOUR,HACETTEPE UNIVERSITESI EGITIM FAKULTESI DERGISI-HACETTEPE UNIVERSITY JOURNAL OF EDUCATION,NA,43,NA,0,0
2012,"Kirbis, Andrej; Flere, Sergej; Tavcar Krajnc, Marina",CIVILIZATIONAL INCOMPETENCE OF POSTCOMMUNIST STATES? A COMPARATIVE ANALYSIS OF POLITICAL CULTURE IN ESTABLISHED EU DEMOCRACIES AND POSTCOMMUNIST EUROPE IN 2008,The Journal of Sociology and Social Anthropology,XV,6,NA,0,0
2012,"Kong, Judy Wai Ping",How to make students culturally aware: the case of advertisement translation,PERSPECTIVES-STUDIES IN TRANSLATOLOGY,20,2,10.1080/0907676X.2011.590592,0,0
2012,"Lee, Keun-Yeol","The Relationship between Spatiality and Linguistic Culture: A Case Study in Busan, Korea",Eo-Mun-Lon-Chong,57,NA,NA,0,0
2012,"Ortega, Nelson; 안건미",The Impact of Trade Openness on the Effectiveness of Monetary Policy : A Cross-Country Analysis,Journal of Economics Studies,30,3,NA,0,0
2012,"Park, Sang-June","Perception of Competition and Wealth and Social Trust in Korea, Japan, China, and U.S.A.",Journal of The Korean Operations Research and Management Science Society,37,1,NA,0,0
2012,"Pohl, K.-H.",Chinese and Western values: reflections on the methodology of a cross-cultural dialogue,Vek globalizatsii,NA,1,NA,0,0
2012,"Schapira, Lidia",New insights in cross-cultural communication.,American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,NA,NA,10.14694/EdBook_AM.2012.32.e85,0,0
2012,"Shin, Dong-Joon",Does the American Dream Exist?: Confirmatory Factor Analysis on The Items Measuring Culture,NA,13,2,NA,0,0
2012,"Vorobieva, V.S.",The possibility of reforming the Soviet system on the basis of liberal values in the USSR (1985-1991),Tomsk State University Journal of History,NA,4,NA,0,0
2012,"Zeng, Jinwen; Odhiambo, Calvin; Marlow, David",Abusive Language in Chinese and English,Cross-Cultural Studies,28,NA,NA,0,0
