PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2010,"Jorgenson, Andrew; Birkholz, Ryan","Assessing the causes of anthropogenic methane emissions in comparative perspective, 1990-2005",ECOLOGICAL ECONOMICS,69,12,10.1016/j.ecolecon.2010.08.008,24,2.1818181818181817
2010,"Bodman, Philip; Hodge, Andrew",What Drives Fiscal Decentralisation? Further Assessing the Role of Income*,FISCAL STUDIES,31,3,10.1111/j.1475-5890.2010.00119.x,24,2.1818181818181817
2010,"Burroway, Rebekah",Schools Against AIDS: Secondary School Enrollment and Cross-National Disparities in AIDS Death Rates,SOCIAL PROBLEMS,57,3,10.1525/sp.2010.57.3.398,24,2.1818181818181817
2015,"Sun, Puyang; Yuan, Yan",Industrial Agglomeration and Environmental Degradation: Empirical Evidence in Chinese Cities,PACIFIC ECONOMIC REVIEW,20,4,10.1111/1468-0106.12101,13,2.1666666666666665
2015,"Coburn, Carolyn; Restivo, Michael; Shandra, John M.",The African Development Bank and women's health: A cross-national analysis of structural adjustment and maternal mortality,SOCIAL SCIENCE RESEARCH,51,NA,10.1016/j.ssresearch.2014.09.007,13,2.1666666666666665
2014,"Zarantonello, Lia; Schmitt, Bernd H.; Jedidi, Kamel",How to Advertise and Build Brand Knowledge Globally Comparing Television Advertising Appeals Across Developed and Emerging Economies,JOURNAL OF ADVERTISING RESEARCH,54,4,10.2501/JAR-54-4-420-434,15,2.142857142857143
2014,"Ahlin, Branka; Drnovsek, Mateja; Hisrich, Robert D.",Exploring the moderating effects of absorptive capacity on the relationship between social networks and innovation,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,19,2,10.5771/0949-6181-2014-2-213,15,2.142857142857143
2013,"Cheung, Calista; Furceri, Davide; Rusticelli, Elena",Structural and Cyclical Factors behind Current Account Balances,REVIEW OF INTERNATIONAL ECONOMICS,21,5,10.1111/roie.12080,17,2.125
2013,"Mijiyawa, Abdoul' Ganiou",Determinants of property rights institutions: survey of literature and new evidence,ECONOMICS OF GOVERNANCE,14,2,10.1007/s10101-013-0126-1,17,2.125
2004,"Al-Marhubi, F",The determinants of governance: A cross-country analysis,CONTEMPORARY ECONOMIC POLICY,22,3,10.1093/cep/byh029,36,2.1176470588235294
2004,"Hoffmann, JP",Social and environmental influences on endangered species: A cross-national study,SOCIOLOGICAL PERSPECTIVES,47,1,10.1525/sop.2004.47.1.79,36,2.1176470588235294
2002,"Schiller, KS; Khmelkov, VT; Wang, XQ",Economic development and the effects of family characteristics on mathematics achievement,JOURNAL OF MARRIAGE AND FAMILY,64,3,10.1111/j.1741-3737.2002.00730.x,40,2.1052631578947367
2010,"Scanlan, Stephen J.","Gender, development, and HIV/AIDS: Implications for child mortality in less industrialized countries",INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,51,3,10.1177/0020715210363458,23,2.090909090909091
2009,"Barber, Nigel",Countries With Fewer Males Have More Violent Crime: Marriage Markets and Mating Aggression,AGGRESSIVE BEHAVIOR,35,1,10.1002/ab.20291,25,2.0833333333333335
2005,"Yu, WH",Changes in women's postmarital employment in Japan and Taiwan,DEMOGRAPHY,42,4,10.1353/dem.2005.0039,33,2.0625
2003,"Meyer, AL; Van Kooten, GC; Wang, S","Institutional, social and economic roots of deforestation: a cross-country comparison",INTERNATIONAL FORESTRY REVIEW,5,1,10.1505/IFOR.5.1.29.17427,37,2.0555555555555554
1997,"Lian, B; Oneal, JR","Cultural diversity and economic development: A cross-national study of 98 countries, 1960-1985",ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,46,1,10.1086/452321,48,2
2007,"Self, Sharmistha; Grabowski, Richard",Economic development and the role of agricultural technology,AGRICULTURAL ECONOMICS,36,3,10.1111/j.1574-0862.2007.00215.x,28,2
2011,"Park, Hyunjoon; Kyei, Pearl",Literacy Gaps by Educational Attainment: A Cross-National Analysis,SOCIAL FORCES,89,3,NA,20,2
2013,"Sabina, Chiara",Individual and National Level Associations Between Economic Deprivation and Partner Violence Among College Students in 31 National Settings,AGGRESSIVE BEHAVIOR,39,4,10.1002/ab.21479,16,2
2016,"Savoia, Antonio; Sen, Kunal",Do We See Convergence in Institutions? A Cross-Country Analysis,JOURNAL OF DEVELOPMENT STUDIES,52,2,10.1080/00220388.2015.1060315,10,2
2016,"Lopatta, K.; Tchikov, M.",Do microfinance institutions fulfil their promise? Evidence from cross-country data,APPLIED ECONOMICS,48,18,10.1080/00036846.2015.1105924,10,2
2016,"Maniyalath, Narendranathan; Narendran, Roshni",The human development index predicts female entrepreneurship rates,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH,22,5,10.1108/IJEBR-11-2015-0258,10,2
2017,"Crespo, Nuno Fernandes",Cross-cultural differences in the entrepreneurial activity of men and women: a fuzzy-set approach,GENDER IN MANAGEMENT,32,4,10.1108/GM-03-2016-0072,8,2
2017,"Eden, Lorraine; Gupta, Susan Forquer",Culture and context matter: gender in international business and management,CROSS CULTURAL & STRATEGIC MANAGEMENT,24,2,10.1108/CCSM-02-2017-0020,8,2
2017,"Krautz, Carolin; Hoffmann, Stefan",The Tenure-Based Customer Retention Model: A Cross-Cultural Validation,JOURNAL OF INTERNATIONAL MARKETING,25,3,10.1509/jim.16.0040,8,2
2017,"Nord, Jeretta Horn; Riggio, Maria Teresa; Paliszkiewicz, Joanna",Social and Economic Development through Information and Communications Technologies: Italy,JOURNAL OF COMPUTER INFORMATION SYSTEMS,57,3,10.1080/08874417.2016.1213621,8,2
2017,"Zhang, Tony Huiquan; Brym, Robert; Andersen, Robert",Liberalism and Postmaterialism in China: The Role of Social Class and Inequality,CHINESE SOCIOLOGICAL REVIEW,49,1,10.1080/21620555.2016.1227239,8,2
2018,"Apaydin, Marina; Bayraktar, Erkan; Hossary, Mohammad",Achieving economic and social sustainability through hyperconnectivity A cross-country comparison,BENCHMARKING-AN INTERNATIONAL JOURNAL,25,9,10.1108/BIJ-07-2017-0205,6,2
2018,"Ang, James B.; Gupta, Satyendra Kumar",Agricultural yield and conflict,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,92,NA,10.1016/j.jeem.2018.10.007,6,2
2018,"Basile, Roberto; Parteka, Aleksandra; Pittiglio, Rosanna",Export diversification and economic development: A dynamic spatial data analysis,REVIEW OF INTERNATIONAL ECONOMICS,26,3,10.1111/roie.12316,6,2
2018,"Williams, Colin C.; Kedir, Abbi",Evaluating competing theories of informal sector entrepreneurship: A study of the determinants of cross-country variations in enterprises starting-up unregistered,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION,19,3,10.1177/1465750318782766,6,2
2018,"Orosz, G.; Toth-Kiraly, I.; Bothe, B.; Paskuj, B.; Berkics, M.; Fulop, M.; Roland-Levy, C.",Linking cheating in school and corruption,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,68,2,10.1016/j.erap.2018.02.001,6,2
2018,"Williams, Colin C.; Kedir, Abbi",EXPLAINING CROSS-NATIONAL VARIATIONS IN THE PREVALENCE OF INFORMAL SECTOR ENTREPRENEURSHIP: LESSONS FROM A SURVEY OF 142 COUNTRIES,JOURNAL OF DEVELOPMENTAL ENTREPRENEURSHIP,23,1,10.1142/S108494671850005X,6,2
2018,"Delhey, Jan; Boehnke, Klaus; Dragolov, Georgi; Ignacz, Zsofia S.; Larsen, Mandi; Lorenz, Jan; Koch, Michael",Social Cohesion and Its Correlates: A Comparison of Western and Asian Societies,COMPARATIVE SOCIOLOGY,17,44289,10.1163/15691330-12341468,6,2
2018,"Vaskin, Ilya A.; Tsirel, Sergey V.; Korotayev, Andrey V.","Economic development, education, and terrorism: A quantitative analysis",Sotsiologicheskii zhurnal,24,2,10.19181/socjour.2018.24.2.5844,6,2
2019,"Kozhakhmetova, Assel; Zhidebekkyzy, Aknur; Turginbayeva, Ardak; Akhmetova, Zauresh",MODELLING OF PROJECT SUCCESS FACTORS: A CROSS-CULTURAL COMPARISON,ECONOMICS & SOCIOLOGY,12,2,10.14254/2071-789X.2019/12-2/13,4,2
1997,"Crenshaw, EM; Ameen, AZ; Christenson, M","Population dynamics and economic development: Age-specific population growth rates and economic growth in developing countries, 1965 to 1990",AMERICAN SOCIOLOGICAL REVIEW,62,6,10.2307/2657351,46,1.9166666666666667
2009,"Daoud, N.; Soskolne, V.; Manor, O.","Examining cultural, psychosocial, community and behavioural factors in relationship to socioeconomic inequalities in limiting longstanding illness among the Arab minority in Israel",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,63,5,10.1136/jech.2008.080465,23,1.9166666666666667
2010,"Li, Guoqiang; Gu, Xinhua; Sen Siu, Ricardo Chi",The Impacts of Gaming Expansion on Economic Growth: A Theoretical Reconsideration,JOURNAL OF GAMBLING STUDIES,26,2,10.1007/s10899-009-9165-5,21,1.9090909090909092
2011,"Groshek, Jacob","Media, Instability, and Democracy: Examining the Granger-Causal Relationships of 122 Countries From 1946 to 2003",JOURNAL OF COMMUNICATION,61,6,10.1111/j.1460-2466.2011.01594.x,19,1.9
1993,"BOSWELL, T; DIXON, WJ","MARX THEORY OF REBELLION - A CROSS-NATIONAL ANALYSIS OF CLASS EXPLOITATION, ECONOMIC-DEVELOPMENT, AND VIOLENT REVOLT",AMERICAN SOCIOLOGICAL REVIEW,58,5,10.2307/2096281,53,1.8928571428571428
2012,"Ward, Patrick; Shively, Gerald","Vulnerability, Income Growth and Climate Change",WORLD DEVELOPMENT,40,5,10.1016/j.worlddev.2011.11.015,17,1.8888888888888888
2012,"Robbins, Blaine; Pettinicchio, David","Social Capital, Economic Development, and Homicide: A Cross-National Investigation",SOCIAL INDICATORS RESEARCH,105,3,10.1007/s11205-011-9785-x,17,1.8888888888888888
1995,"MERCHANT, KA; CHOW, CW; WU, A","MEASUREMENT, EVALUATION AND REWARD OF PROFIT CENTER MANAGERS - A CROSS-CULTURAL FIELD-STUDY",ACCOUNTING ORGANIZATIONS AND SOCIETY,20,44415,10.1016/0361-3682(95)00021-Z,49,1.8846153846153846
2008,"Welsch, Heinz",Resource abundance and internal armed conflict: Types of natural resources and the incidence of 'new wars',ECOLOGICAL ECONOMICS,67,3,10.1016/j.ecolecon.2008.01.004,24,1.8461538461538463
2008,"Mazzocchi, Mario; Brasili, Cristina; Sandri, Elisa",Trends in dietary patterns and compliance with World Health Organization recommendations: a cross-country analysis,PUBLIC HEALTH NUTRITION,11,5,10.1017/S1368980007000900,24,1.8461538461538463
2008,"Strulik, Holger","Geography, health, and the pace of demo-economic development",JOURNAL OF DEVELOPMENT ECONOMICS,86,1,10.1016/j.jdeveco.2007.03.004,24,1.8461538461538463
2008,"Murphy, Michael",Variations in kinship networks across geographic and social space,POPULATION AND DEVELOPMENT REVIEW,34,1,10.1111/j.1728-4457.2008.00204.x,24,1.8461538461538463
2010,"Becker, Bo; Sivadasan, Jagadeesh",The Effect of Financial Development on the Investment-Cash Flow Relationship: Cross-Country Evidence from Europe,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,10,1,NA,20,1.8181818181818181
2016,"Rogers, Meghan L.; Pridemore, William Alex",The (Null) Effects of Percent Young on 15 to 24 Age-Specific and Male- and Female-Specific Cross-National Homicide Rates,HOMICIDE STUDIES,20,3,10.1177/1088767915613105,9,1.8
2016,"Korotayev, Andrey; Zinkina, Julia; Goldstone, Jack; Shulgin, Sergey",Explaining Current Fertility Dynamics in Tropical Africa From an Anthropological Perspective: A Cross-Cultural Investigation,CROSS-CULTURAL RESEARCH,50,3,10.1177/1069397116644158,9,1.8
2016,"Ertan, Arhan; Fiszbein, Martin; Futterman, Louis",Who was colonized and when? A cross-country analysis of determinants,EUROPEAN ECONOMIC REVIEW,83,NA,10.1016/j.euroecorev.2015.10.012,9,1.8
2016,"Madsen, Jakob B.","Barriers to Prosperity: Parasitic and Infectious Diseases, IQ, and Economic Development",WORLD DEVELOPMENT,78,NA,10.1016/j.worlddev.2015.10.032,9,1.8
2012,"LAUTIER, MARC; MOREAUB, FRANCOIS",DOMESTIC INVESTMENT AND FDI IN DEVELOPING COUNTRIES: THE MISSING LINK,Journal of Economic Development,37,3,NA,16,1.7777777777777777
2009,"Le, Thanh","Trade, Remittances, Institutions, and Economic Growth",International Economic Journal,23,3,NA,21,1.75
2009,"Taylor, S.",Political epidemiology: Strengthening socio-political analysis for mass immunisation - lessons from the smallpox and polio programmes,GLOBAL PUBLIC HEALTH,4,6,10.1080/17441690701727850,21,1.75
2013,"Roberts, Anthony",Peripheral accumulation in the world economy: A cross-national analysis of the informal economy,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,54,44352,10.1177/0020715213519458,14,1.75
2013,"Li, Jing; Chiang, Yat Hung; Choi, Tracy N. Y.; Man, King Fai",Determinants of Efficiency of Contractors in Hong Kong and China: Panel Data Model Analysis,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,139,9,10.1061/(ASCE)CO.1943-7862.0000698,14,1.75
2013,NA,Poverty of Russian Households: What We Know About It from RLMS Database,"Mir Rossii: Sotsiologiya, etnologiya",22,1,NA,14,1.75
2017,"Novy, Michal; Smith, Michael L.; Katrnak, Tomas",Inglehart's scarcity hypothesis revisited: Is postmaterialism a macro- or micro-level phenomenon around the world?,INTERNATIONAL SOCIOLOGY,32,6,10.1177/0268580917722892,7,1.75
2017,"Aldashev, Gani; Zanarone, Giorgio",Endogenous enforcement institutions,JOURNAL OF DEVELOPMENT ECONOMICS,128,NA,10.1016/j.jdeveco.2017.05.002,7,1.75
2017,"Du, Yu; Sun, Xi-Xiang",Economic Development and Environmental Quality-A Case Study of China Prefecture-Level Cities,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,36,5,10.1002/ep.12598,7,1.75
2017,"Rodrigues Alves, Marlon Fernandes; Cagica Carvalho, Luisa; Costa, Teresa",Internationalization and innovation in nascent companies: does gender matter?,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,24,4,10.1108/JSBED-01-2017-0020,7,1.75
2010,"Oskarsson, Sven; Ottosen, Eric",Does Oil Still Hinder Democracy?,JOURNAL OF DEVELOPMENT STUDIES,46,6,10.1080/00220380903151058,19,1.7272727272727273
1989,"BENAVOT, A","EDUCATION, GENDER, AND ECONOMIC-DEVELOPMENT - A CROSS-NATIONAL-STUDY",SOCIOLOGY OF EDUCATION,62,1,10.2307/2112821,55,1.71875
2004,"Scanlan, SJ","Women, food security, and development in less-industrialized societies: Contributions and challenges for the new century",WORLD DEVELOPMENT,32,11,10.1016/j.worlddev.2004.05.009,29,1.7058823529411764
2011,"Chon, Don Soo",Contributing Factors for High Homicide Rate in Latin America: A Critical Test of Neapolitan's Regional Subculture of Violence Thesis,JOURNAL OF FAMILY VIOLENCE,26,4,10.1007/s10896-011-9365-5,17,1.7
1997,"Galor, O; Zang, H","Fertility, income distribution, and economic growth: Theory and cross-country evidence",JAPAN AND THE WORLD ECONOMY,9,2,10.1016/S0922-1425(96)00245-9,40,1.6666666666666667
2003,"Halpin, B; Chan, TW",Educational homogamy in Ireland and Britain: trends and patterns,BRITISH JOURNAL OF SOCIOLOGY,54,4,10.1080/0007131032000143546,30,1.6666666666666667
2009,"Sanderson, Matthew R.; Kentor, Jeffrey D.","Globalization, Development and International Migration: A Cross-National Analysis of Less-Developed Countries, 1970-2000",SOCIAL FORCES,88,1,10.1353/sof.0.0225,20,1.6666666666666667
2012,"Bhattacharyya, Sambit",Trade liberalization and institutional development,JOURNAL OF POLICY MODELING,34,2,10.1016/j.jpolmod.2011.08.005,15,1.6666666666666667
2015,"Polaina, Ester; Gonzalez-Suarez, Manuela; Revilla, Eloy",Socioeconomic correlates of global mammalian conservation status,ECOSPHERE,6,9,10.1890/ES14-00505.1,10,1.6666666666666667
2015,"van Ingen, Erik; Moor, Nienke",Explanations of changes in church attendance between 1970 and 2009,SOCIAL SCIENCE RESEARCH,52,NA,10.1016/j.ssresearch.2015.04.004,10,1.6666666666666667
2015,"Hummel, Eberhard; Ozel, Murat; Medina-Jerez, William; Fancovicova, Jana; Usak, Muhammet; Prokop, Pavol; Randler, Christoph",Interest in Birds and its Relationship with Attitudes and Myths: A Cross-cultural Study in Countries with Different Levels of Economic Development,EDUCATIONAL SCIENCES-THEORY & PRACTICE,15,1,10.12738/estp.2015.1.2242,10,1.6666666666666667
2015,"Polyakova, Alina",THE BACKWARD EAST? EXPLAINING DIFFERENCES IN SUPPORT FOR RADICAL RIGHT PARTIES IN WESTERN AND EASTERN EUROPE,JOURNAL OF COMPARATIVE POLITICS,8,1,NA,10,1.6666666666666667
2018,"Hayes, Brittany E.; O'Neal, Eryn Nicole",The effects of individual- and national-level factors on attitudes toward child maltreatment,CHILD ABUSE & NEGLECT,83,NA,10.1016/j.chiabu.2018.07.012,5,1.6666666666666667
2018,"Ranasinghe, Ashantha; Restuccia, Diego",Financial frictions and the rule of law,JOURNAL OF DEVELOPMENT ECONOMICS,134,NA,10.1016/j.jdeveco.2018.05.009,5,1.6666666666666667
2018,"Toya, Hideki; Skidmore, Mark",Cellular Telephones and Natural Disaster Vulnerability,SUSTAINABILITY,10,9,10.3390/su10092970,5,1.6666666666666667
2018,"Bietenbeck, Jan; Piopiunik, Marc; Wiederhold, Simon",Africa's Skill Tragedy Does Teachers' Lack of Knowledge Lead to Low Student Performance?,JOURNAL OF HUMAN RESOURCES,53,3,10.3368/jhr.53.3.0616-8002R1,5,1.6666666666666667
2018,"Bandyopadhyay, Sanghamitra; Green, Elliott",Urbanization and mortality decline,JOURNAL OF REGIONAL SCIENCE,58,2,10.1111/jors.12375,5,1.6666666666666667
2018,"Mthanti, Thanti; Ojah, Kalu","Institutions, human capital and entrepreneurial orientation: implications for growth policy",JOURNAL OF ENTREPRENEURSHIP AND PUBLIC POLICY,7,2,10.1108/JEPP-D-18-00002,5,1.6666666666666667
2018,"Zhang, Xiaojie; Jennings, Edward T.; Zhao, Ke",Determinants of environmental public participation in China: an aggregate level study based on political opportunity theory and post-materialist values theory,POLICY STUDIES,39,5,10.1080/01442872.2018.1481502,5,1.6666666666666667
2007,"Allen, Michael W.; Ng, Sik Hung; Ikeda, Ken'ichi; Jawan, Jayum A.; Sufi, Anwarul Hasan; Wilson, Marc; Yang, Kuo-Shu",Two decades of change in cultural values and economic development in eight East Asian and Pacific Island nations,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,38,3,10.1177/0022022107300273,23,1.6428571428571428
2010,"Wagner, Gernot",Energy content of world trade,ENERGY POLICY,38,12,10.1016/j.enpol.2010.08.022,18,1.6363636363636365
2010,"Brandl, Bernd; Traxler, Franz","Labour Conflicts: A Cross-national Analysis of Economic and Institutional Determinants, 1971-2002",EUROPEAN SOCIOLOGICAL REVIEW,26,5,10.1093/esr/jcp036,18,1.6363636363636365
2010,"Mayer, Boris; Trommsdorff, Gisela",Adolescents' Value of Children and Their Intentions to Have Children: A Cross-Cultural and Multilevel Analysis,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,41,44352,10.1177/0022022110372195,18,1.6363636363636365
2002,"Kim, SS; Prideaux, B; Kim, SH",A cross-cultural study on casino guests as perceived by casino employees,TOURISM MANAGEMENT,23,5,10.1016/S0261-5177(02)00008-0,31,1.631578947368421
2013,"Chon, Don Soo","Economic Development, Change of Age Distribution, and Stream Analogy of Homicide and Suicide: A Cross-National Assessment",JUSTICE QUARTERLY,30,1,10.1080/07418825.2011.602356,13,1.625
2008,"Shareef, Riaz; McAleer, Michael",Modelling international tourism demand and uncertainty in Maldives and Seychelles: A portfolio approach,MATHEMATICS AND COMPUTERS IN SIMULATION,78,44257,10.1016/j.matcom.2008.01.025,21,1.6153846153846154
